location,year,pathogen,antibiotic,n_tested,n_resistant
Lebanon,2020,E.coli,ciprofloxacin,128,67
Lebanon,2020,E.coli,tinidazole,117,66
Lebanon,2020,E.coli,cefepime,2159,892
Lebanon,2020,E.coli,cefotaxime,577,258
Lebanon,2020,E.coli,ceftazidime,1658,750
Lebanon,2020,E.coli,ceftriaxone,1921,903
Lebanon,2020,E.coli,ciprofloxacin,2188,827
Lebanon,2020,E.coli,imipenem,2195,28
Lebanon,2020,E.coli,meropenem,531,13
Lebanon,2020,K.pneumoniae,ceftriaxone,281,125
Lebanon,2020,K.pneumoniae,ciprofloxacin,318,81
Libya,2019,Acinetobacter,amikacin,23,6
Libya,2019,Acinetobacter,gentamicin,32,18
Libya,2019,Acinetobacter,imipenem,12,8
Libya,2019,Acinetobacter,meropenem,28,18
Libya,2019,E.coli,cefepime,10,6
Libya,2019,E.coli,ceftriaxone,12,7
Libya,2019,E.coli,meropenem,11,2
Libya,2019,K.pneumoniae,cefepime,36,28
Libya,2019,K.pneumoniae,ceftazidime,47,42
Libya,2019,K.pneumoniae,ceftriaxone,47,45
Libya,2019,K.pneumoniae,ciprofloxacin,48,35
Libya,2019,K.pneumoniae,ertapenem,20,8
Libya,2019,K.pneumoniae,imipenem,14,4
Libya,2019,K.pneumoniae,levofloxacin,34,25
Libya,2019,K.pneumoniae,meropenem,47,15
Libya,2019,K.pneumoniae,trimethoprim/sulfamethoxazole,41,26
Libya,2019,E.coli,ampicillin,64,45
Libya,2019,E.coli,cefepime,109,27
Libya,2019,E.coli,cefotaxime,46,14
Libya,2019,E.coli,ceftazidime,121,38
Libya,2019,E.coli,ceftriaxone,118,43
Libya,2019,E.coli,ciprofloxacin,120,39
Libya,2019,E.coli,ertapenem,28,0
Libya,2019,E.coli,imipenem,61,1
Libya,2019,E.coli,levofloxacin,78,24
Libya,2019,E.coli,meropenem,128,3
Libya,2019,E.coli,trimethoprim/sulfamethoxazole,93,44
Libya,2019,K.pneumoniae,cefepime,48,24
Libya,2019,K.pneumoniae,cefotaxime,30,20
Libya,2019,K.pneumoniae,ceftazidime,62,34
Libya,2019,K.pneumoniae,ceftriaxone,59,31
Libya,2019,K.pneumoniae,ciprofloxacin,58,26
Libya,2019,K.pneumoniae,imipenem,32,3
Libya,2019,K.pneumoniae,levofloxacin,41,14
Libya,2019,K.pneumoniae,meropenem,64,12
Libya,2019,K.pneumoniae,trimethoprim/sulfamethoxazole,47,16
Sri Lanka,2019,Acinetobacter,imipenem,235,151
Sri Lanka,2019,Acinetobacter,meropenem,297,202
Sri Lanka,2019,E.coli,cefotaxime,273,172
Sri Lanka,2019,E.coli,ceftriaxone,165,93
Sri Lanka,2019,E.coli,ciprofloxacin,379,231
Sri Lanka,2019,E.coli,imipenem,253,25
Sri Lanka,2019,E.coli,meropenem,388,33
Sri Lanka,2019,K.pneumoniae,cefotaxime,186,130
Sri Lanka,2019,K.pneumoniae,ceftriaxone,117,73
Sri Lanka,2019,K.pneumoniae,ciprofloxacin,304,172
Sri Lanka,2019,K.pneumoniae,imipenem,238,92
Sri Lanka,2019,K.pneumoniae,meropenem,307,118
Sri Lanka,2019,Salmonella,cefotaxime,22,5
Sri Lanka,2019,Salmonella,ciprofloxacin,31,8
Sri Lanka,2019,S.aureus,cefoxitin,284,159
Sri Lanka,2019,Salmonella,ceftriaxone,10,0
Sri Lanka,2019,Salmonella,ciprofloxacin,34,3
Sri Lanka,2019,Shigella,ciprofloxacin,21,2
Sri Lanka,2019,E.coli,cefotaxime,1972,876
Sri Lanka,2019,E.coli,ceftriaxone,863,410
Sri Lanka,2019,E.coli,ciprofloxacin,2390,1156
Sri Lanka,2019,E.coli,imipenem,1937,23
Sri Lanka,2019,E.coli,meropenem,2846,41
Sri Lanka,2019,K.pneumoniae,cefotaxime,457,258
Sri Lanka,2019,K.pneumoniae,ceftriaxone,345,193
Sri Lanka,2019,K.pneumoniae,ciprofloxacin,369,213
Sri Lanka,2019,K.pneumoniae,imipenem,214,72
Sri Lanka,2019,K.pneumoniae,meropenem,634,137
Lithuania,2017,E.coli,tinidazole,852,143
Lithuania,2017,S.aureus,meticillin,514,45
Lithuania,2018,E.coli,tinidazole,1109,170
Lithuania,2018,S.aureus,meticillin,691,58
Lithuania,2019,Acinetobacter,amikacin,106,88
Lithuania,2019,Acinetobacter,colistin,70,14
Lithuania,2019,Acinetobacter,gentamicin,107,89
Lithuania,2019,Acinetobacter,imipenem,100,86
Lithuania,2019,Acinetobacter,meropenem,100,87
Lithuania,2019,E.coli,ampicillin,1129,667
Lithuania,2019,E.coli,cefotaxime,846,106
Lithuania,2019,E.coli,ceftazidime,1112,122
Lithuania,2019,E.coli,ceftriaxone,308,54
Lithuania,2019,E.coli,ciprofloxacin,1129,203
Lithuania,2019,E.coli,imipenem,898,1
Lithuania,2019,E.coli,meropenem,1006,1
Lithuania,2019,E.coli,tinidazole,308,54
Lithuania,2019,K.pneumoniae,cefotaxime,283,152
Lithuania,2019,K.pneumoniae,ceftazidime,431,231
Lithuania,2019,K.pneumoniae,ceftriaxone,159,83
Lithuania,2019,K.pneumoniae,ciprofloxacin,438,228
Lithuania,2019,K.pneumoniae,imipenem,372,12
Lithuania,2019,K.pneumoniae,meropenem,410,14
Lithuania,2019,S.aureus,cefoxitin,656,61
Lithuania,2019,S.aureus,meticillin,656,61
Lithuania,2019,S.pneumoniae,benzylpenicillin,120,0
Lithuania,2019,S.pneumoniae,cefotaxime,63,0
Lithuania,2019,S.pneumoniae,ceftriaxone,60,0
Lithuania,2019,S.pneumoniae,oxacillin,120,13
Lithuania,2019,E.coli,ampicillin,1030,510
Lithuania,2019,E.coli,cefepime,107,71
Lithuania,2019,E.coli,cefotaxime,107,77
Lithuania,2019,E.coli,ceftazidime,107,81
Lithuania,2019,E.coli,ciprofloxacin,1030,159
Lithuania,2019,E.coli,meropenem,109,0
Lithuania,2019,E.coli,trimethoprim/sulfamethoxazole,107,75
Lithuania,2019,K.pneumoniae,cefepime,68,58
Lithuania,2019,K.pneumoniae,cefotaxime,69,60
Lithuania,2019,K.pneumoniae,ceftazidime,71,59
Lithuania,2019,K.pneumoniae,ciprofloxacin,170,76
Lithuania,2019,K.pneumoniae,meropenem,74,1
Lithuania,2019,K.pneumoniae,trimethoprim/sulfamethoxazole,68,60
Lithuania,2020,E.coli,tinidazole,832,136
Lithuania,2020,S.aureus,meticillin,704,69
Luxembourg,2017,E.coli,tinidazole,433,42
Luxembourg,2017,S.aureus,meticillin,200,19
Luxembourg,2018,E.coli,tinidazole,424,53
Luxembourg,2018,S.aureus,meticillin,181,14
Luxembourg,2019,Acinetobacter,gentamicin,10,0
Luxembourg,2019,E.coli,ampicillin,492,283
Luxembourg,2019,E.coli,cefepime,345,29
Luxembourg,2019,E.coli,cefotaxime,345,35
Luxembourg,2019,E.coli,ceftazidime,492,51
Luxembourg,2019,E.coli,ceftriaxone,147,23
Luxembourg,2019,E.coli,ciprofloxacin,492,101
Luxembourg,2019,E.coli,ertapenem,162,0
Luxembourg,2019,E.coli,meropenem,492,3
Luxembourg,2019,E.coli,tinidazole,147,23
Luxembourg,2019,K.pneumoniae,cefepime,53,11
Luxembourg,2019,K.pneumoniae,cefotaxime,53,11
Luxembourg,2019,K.pneumoniae,ceftazidime,103,26
Luxembourg,2019,K.pneumoniae,ceftriaxone,50,14
Luxembourg,2019,K.pneumoniae,ciprofloxacin,103,28
Luxembourg,2019,K.pneumoniae,ertapenem,53,6
Luxembourg,2019,K.pneumoniae,meropenem,103,1
Luxembourg,2019,S.aureus,meticillin,209,13
Luxembourg,2019,S.aureus,oxacillin,209,13
Luxembourg,2019,S.pneumoniae,benzylpenicillin,38,5
Luxembourg,2019,S.pneumoniae,cefotaxime,30,0
Luxembourg,2019,S.pneumoniae,ceftriaxone,22,0
Luxembourg,2020,E.coli,tinidazole,428,46
Luxembourg,2020,S.aureus,meticillin,195,6
Latvia,2017,E.coli,tinidazole,111,20
Latvia,2017,S.aureus,meticillin,119,2
Latvia,2018,E.coli,tinidazole,348,71
Latvia,2018,S.aureus,meticillin,315,18
Latvia,2019,Acinetobacter,amikacin,45,30
Latvia,2019,Acinetobacter,colistin,33,0
Latvia,2019,Acinetobacter,gentamicin,44,30
Latvia,2019,Acinetobacter,imipenem,46,39
Latvia,2019,Acinetobacter,meropenem,26,21
Latvia,2019,E.coli,ampicillin,438,253
Latvia,2019,E.coli,cefotaxime,426,77
Latvia,2019,E.coli,ceftazidime,432,76
Latvia,2019,E.coli,ceftriaxone,198,35
Latvia,2019,E.coli,ciprofloxacin,442,110
Latvia,2019,E.coli,ertapenem,148,0
Latvia,2019,E.coli,imipenem,435,0
Latvia,2019,E.coli,levofloxacin,162,25
Latvia,2019,E.coli,meropenem,438,0
Latvia,2019,E.coli,tinidazole,624,115
Latvia,2019,K.pneumoniae,cefotaxime,195,72
Latvia,2019,K.pneumoniae,ceftazidime,193,70
Latvia,2019,K.pneumoniae,ceftriaxone,100,38
Latvia,2019,K.pneumoniae,ciprofloxacin,198,73
Latvia,2019,K.pneumoniae,ertapenem,72,13
Latvia,2019,K.pneumoniae,imipenem,194,0
Latvia,2019,K.pneumoniae,levofloxacin,73,12
Latvia,2019,K.pneumoniae,meropenem,192,0
Latvia,2019,S.aureus,cefoxitin,406,32
Latvia,2019,S.aureus,meticillin,57,7
Latvia,2019,S.aureus,oxacillin,57,7
Latvia,2019,S.pneumoniae,benzylpenicillin,50,0
Latvia,2019,S.pneumoniae,cefotaxime,48,1
Latvia,2019,S.pneumoniae,ceftriaxone,44,0
Latvia,2019,S.pneumoniae,oxacillin,75,12
Latvia,2020,E.coli,tinidazole,39,13
Latvia,2020,S.aureus,meticillin,66,9
Moldova,2019,Acinetobacter,gentamicin,10,5
Moldova,2019,Acinetobacter,meropenem,10,5
Moldova,2019,E.coli,ampicillin,11,11
Moldova,2019,E.coli,cefotaxime,16,8
Moldova,2019,E.coli,ceftazidime,22,12
Moldova,2019,E.coli,ceftriaxone,19,10
Moldova,2019,E.coli,ciprofloxacin,22,10
Moldova,2019,E.coli,ertapenem,12,2
Moldova,2019,E.coli,imipenem,15,2
Moldova,2019,E.coli,levofloxacin,14,6
Moldova,2019,E.coli,meropenem,22,0
Moldova,2019,K.pneumoniae,cefotaxime,33,27
Moldova,2019,K.pneumoniae,ceftazidime,37,30
Moldova,2019,K.pneumoniae,ceftriaxone,37,30
Moldova,2019,K.pneumoniae,ciprofloxacin,37,31
Moldova,2019,K.pneumoniae,ertapenem,20,16
Moldova,2019,K.pneumoniae,imipenem,29,17
Moldova,2019,K.pneumoniae,levofloxacin,17,14
Moldova,2019,K.pneumoniae,meropenem,36,13
Moldova,2019,S.aureus,cefoxitin,16,5
Madagascar,2019,E.coli,ampicillin,37,32
Madagascar,2019,E.coli,cefepime,37,13
Madagascar,2019,E.coli,ceftazidime,37,15
Madagascar,2019,E.coli,ceftriaxone,37,15
Madagascar,2019,E.coli,ciprofloxacin,37,18
Madagascar,2019,E.coli,colistin,37,0
Madagascar,2019,E.coli,imipenem,37,0
Madagascar,2019,E.coli,trimethoprim/sulfamethoxazole,37,29
Madagascar,2019,K.pneumoniae,cefepime,55,34
Madagascar,2019,K.pneumoniae,ceftazidime,55,33
Madagascar,2019,K.pneumoniae,ceftriaxone,55,27
Madagascar,2019,K.pneumoniae,ciprofloxacin,55,30
Madagascar,2019,K.pneumoniae,colistin,55,0
Madagascar,2019,K.pneumoniae,imipenem,55,0
Madagascar,2019,K.pneumoniae,trimethoprim/sulfamethoxazole,55,38
Madagascar,2019,S.aureus,cefoxitin,24,8
Madagascar,2019,N.gonorrhoeae,azithromycin,53,2
Madagascar,2019,N.gonorrhoeae,ceftriaxone,71,2
Madagascar,2019,N.gonorrhoeae,ciprofloxacin,77,77
Madagascar,2019,Shigella,ceftazidime,15,1
Madagascar,2019,Shigella,ceftriaxone,15,1
Madagascar,2019,Shigella,ciprofloxacin,15,0
Madagascar,2019,E.coli,ampicillin,1849,1517
Madagascar,2019,E.coli,cefepime,1837,370
Madagascar,2019,E.coli,ceftazidime,1838,376
Madagascar,2019,E.coli,ceftriaxone,1837,422
Madagascar,2019,E.coli,ciprofloxacin,1863,1057
Madagascar,2019,E.coli,colistin,257,4
Madagascar,2019,E.coli,doripenem,1620,17
Madagascar,2019,E.coli,imipenem,258,16
Madagascar,2019,E.coli,trimethoprim/sulfamethoxazole,1908,1523
Madagascar,2019,K.pneumoniae,cefepime,367,148
Madagascar,2019,K.pneumoniae,ceftazidime,427,150
Madagascar,2019,K.pneumoniae,ceftriaxone,367,164
Madagascar,2019,K.pneumoniae,ciprofloxacin,367,198
Madagascar,2019,K.pneumoniae,colistin,48,0
Madagascar,2019,K.pneumoniae,doripenem,319,4
Madagascar,2019,K.pneumoniae,imipenem,73,21
Madagascar,2019,K.pneumoniae,trimethoprim/sulfamethoxazole,387,278
North Macedonia,2017,Acinetobacter,amikacin,18,12
North Macedonia,2017,Acinetobacter,colistin,22,2
North Macedonia,2017,Acinetobacter,gentamicin,21,16
North Macedonia,2017,Acinetobacter,imipenem,22,17
North Macedonia,2017,Acinetobacter,meropenem,20,15
North Macedonia,2017,E.coli,ampicillin,34,28
North Macedonia,2017,E.coli,cefotaxime,10,9
North Macedonia,2017,E.coli,ceftazidime,60,36
North Macedonia,2017,E.coli,ceftriaxone,67,48
North Macedonia,2017,E.coli,ciprofloxacin,75,48
North Macedonia,2017,E.coli,colistin,48,0
North Macedonia,2017,E.coli,ertapenem,24,0
North Macedonia,2017,E.coli,imipenem,76,0
North Macedonia,2017,E.coli,levofloxacin,21,11
North Macedonia,2017,E.coli,meropenem,77,0
North Macedonia,2017,E.coli,tinidazole,10,9
North Macedonia,2017,E.coli,trimethoprim/sulfamethoxazole,10,9
North Macedonia,2017,K.pneumoniae,cefotaxime,11,11
North Macedonia,2017,K.pneumoniae,ceftazidime,20,15
North Macedonia,2017,K.pneumoniae,ceftriaxone,19,15
North Macedonia,2017,K.pneumoniae,ciprofloxacin,22,15
North Macedonia,2017,K.pneumoniae,colistin,13,1
North Macedonia,2017,K.pneumoniae,imipenem,22,3
North Macedonia,2017,K.pneumoniae,meropenem,22,4
North Macedonia,2017,S.aureus,meticillin,46,25
North Macedonia,2018,Acinetobacter,amikacin,21,14
North Macedonia,2018,Acinetobacter,colistin,21,0
North Macedonia,2018,Acinetobacter,gentamicin,23,21
North Macedonia,2018,Acinetobacter,imipenem,22,17
North Macedonia,2018,Acinetobacter,meropenem,23,17
North Macedonia,2018,E.coli,ampicillin,53,51
North Macedonia,2018,E.coli,cefotaxime,23,19
North Macedonia,2018,E.coli,ceftazidime,49,31
North Macedonia,2018,E.coli,ceftriaxone,52,41
North Macedonia,2018,E.coli,ciprofloxacin,54,40
North Macedonia,2018,E.coli,colistin,45,0
North Macedonia,2018,E.coli,ertapenem,31,1
North Macedonia,2018,E.coli,imipenem,54,2
North Macedonia,2018,E.coli,levofloxacin,12,10
North Macedonia,2018,E.coli,meropenem,53,2
North Macedonia,2018,E.coli,tinidazole,23,19
North Macedonia,2018,E.coli,trimethoprim/sulfamethoxazole,18,17
North Macedonia,2018,K.pneumoniae,cefotaxime,17,16
North Macedonia,2018,K.pneumoniae,ceftazidime,37,34
North Macedonia,2018,K.pneumoniae,ceftriaxone,34,32
North Macedonia,2018,K.pneumoniae,ciprofloxacin,36,31
North Macedonia,2018,K.pneumoniae,colistin,30,0
North Macedonia,2018,K.pneumoniae,imipenem,37,4
North Macedonia,2018,K.pneumoniae,meropenem,37,6
North Macedonia,2018,S.aureus,meticillin,58,31
North Macedonia,2019,Acinetobacter,amikacin,34,24
North Macedonia,2019,Acinetobacter,colistin,35,0
North Macedonia,2019,Acinetobacter,gentamicin,37,26
North Macedonia,2019,Acinetobacter,imipenem,37,33
North Macedonia,2019,Acinetobacter,meropenem,36,30
North Macedonia,2019,E.coli,ampicillin,64,56
North Macedonia,2019,E.coli,cefotaxime,28,18
North Macedonia,2019,E.coli,ceftazidime,71,35
North Macedonia,2019,E.coli,ceftriaxone,62,38
North Macedonia,2019,E.coli,ciprofloxacin,80,46
North Macedonia,2019,E.coli,colistin,52,1
North Macedonia,2019,E.coli,ertapenem,48,4
North Macedonia,2019,E.coli,imipenem,82,1
North Macedonia,2019,E.coli,levofloxacin,25,12
North Macedonia,2019,E.coli,meropenem,82,1
North Macedonia,2019,E.coli,tinidazole,28,18
North Macedonia,2019,E.coli,trimethoprim/sulfamethoxazole,10,7
North Macedonia,2019,K.pneumoniae,cefotaxime,28,27
North Macedonia,2019,K.pneumoniae,ceftazidime,54,51
North Macedonia,2019,K.pneumoniae,ceftriaxone,36,34
North Macedonia,2019,K.pneumoniae,ciprofloxacin,53,48
North Macedonia,2019,K.pneumoniae,colistin,28,0
North Macedonia,2019,K.pneumoniae,ertapenem,49,9
North Macedonia,2019,K.pneumoniae,imipenem,55,3
North Macedonia,2019,K.pneumoniae,meropenem,55,3
North Macedonia,2019,K.pneumoniae,trimethoprim/sulfamethoxazole,20,14
North Macedonia,2019,S.aureus,cefoxitin,87,39
North Macedonia,2019,S.aureus,meticillin,37,23
North Macedonia,2019,S.aureus,oxacillin,37,23
North Macedonia,2019,S.pneumoniae,benzylpenicillin,12,3
North Macedonia,2019,S.pneumoniae,oxacillin,12,7
North Macedonia,2020,Acinetobacter,amikacin,38,33
North Macedonia,2020,Acinetobacter,colistin,38,2
North Macedonia,2020,Acinetobacter,gentamicin,39,32
North Macedonia,2020,Acinetobacter,imipenem,39,37
North Macedonia,2020,Acinetobacter,meropenem,39,38
North Macedonia,2020,E.coli,ampicillin,45,42
North Macedonia,2020,E.coli,cefotaxime,21,18
North Macedonia,2020,E.coli,ceftazidime,47,34
North Macedonia,2020,E.coli,ceftriaxone,36,30
North Macedonia,2020,E.coli,ciprofloxacin,49,34
North Macedonia,2020,E.coli,colistin,29,1
North Macedonia,2020,E.coli,ertapenem,30,0
North Macedonia,2020,E.coli,imipenem,48,1
North Macedonia,2020,E.coli,levofloxacin,13,10
North Macedonia,2020,E.coli,meropenem,49,1
North Macedonia,2020,E.coli,tinidazole,21,18
North Macedonia,2020,E.coli,trimethoprim/sulfamethoxazole,15,7
North Macedonia,2020,K.pneumoniae,cefotaxime,99,99
North Macedonia,2020,K.pneumoniae,ceftazidime,118,117
North Macedonia,2020,K.pneumoniae,ceftriaxone,30,29
North Macedonia,2020,K.pneumoniae,ciprofloxacin,118,88
North Macedonia,2020,K.pneumoniae,colistin,17,1
North Macedonia,2020,K.pneumoniae,imipenem,118,2
North Macedonia,2020,K.pneumoniae,meropenem,117,6
North Macedonia,2020,S.aureus,meticillin,10,10
Mali,2019,Acinetobacter,amikacin,13,1
Mali,2019,Acinetobacter,gentamicin,13,6
Mali,2019,Acinetobacter,imipenem,13,5
Mali,2019,E.coli,cefepime,78,31
Mali,2019,E.coli,cefotaxime,78,31
Mali,2019,E.coli,ceftriaxone,78,31
Mali,2019,E.coli,ciprofloxacin,78,30
Mali,2019,E.coli,ertapenem,78,16
Mali,2019,E.coli,imipenem,17,0
Mali,2019,E.coli,trimethoprim/sulfamethoxazole,78,70
Mali,2019,K.pneumoniae,cefepime,18,15
Mali,2019,K.pneumoniae,cefotaxime,19,16
Mali,2019,K.pneumoniae,ceftriaxone,18,15
Mali,2019,K.pneumoniae,ciprofloxacin,19,12
Mali,2019,K.pneumoniae,ertapenem,18,7
Mali,2019,K.pneumoniae,trimethoprim/sulfamethoxazole,18,16
Mali,2019,Salmonella,cefotaxime,195,1
Mali,2019,Salmonella,ceftriaxone,195,1
Mali,2019,Salmonella,ciprofloxacin,195,0
Mali,2019,Salmonella,ertapenem,195,0
Mali,2019,S.aureus,cefoxitin,40,1
Mali,2019,S.pneumoniae,benzylpenicillin,40,11
Mali,2019,S.pneumoniae,oxacillin,40,11
Mali,2019,S.pneumoniae,trimethoprim/sulfamethoxazole,40,10
Mali,2019,E.coli,cefepime,62,30
Mali,2019,E.coli,cefotaxime,62,31
Mali,2019,E.coli,ceftazidime,36,18
Mali,2019,E.coli,ceftriaxone,62,31
Mali,2019,E.coli,ciprofloxacin,71,36
Mali,2019,E.coli,ertapenem,62,10
Mali,2019,E.coli,imipenem,31,1
Mali,2019,E.coli,levofloxacin,12,9
Mali,2019,E.coli,trimethoprim/sulfamethoxazole,76,68
Malta,2017,E.coli,cefepime,321,20
Malta,2017,E.coli,cefotaxime,321,50
Malta,2017,E.coli,ceftazidime,321,31
Malta,2017,E.coli,ciprofloxacin,321,141
Malta,2017,E.coli,imipenem,321,0
Malta,2017,E.coli,meropenem,321,0
Malta,2017,E.coli,tinidazole,321,50
Malta,2017,K.pneumoniae,cefepime,122,25
Malta,2017,K.pneumoniae,cefotaxime,122,42
Malta,2017,K.pneumoniae,ceftazidime,122,37
Malta,2017,K.pneumoniae,ciprofloxacin,122,48
Malta,2017,K.pneumoniae,colistin,42,1
Malta,2017,K.pneumoniae,imipenem,122,8
Malta,2017,K.pneumoniae,meropenem,122,8
Malta,2017,S.aureus,meticillin,97,42
Malta,2017,S.pneumoniae,benzylpenicillin,19,1
Malta,2017,S.pneumoniae,ceftriaxone,19,0
Malta,2017,Salmonella,ceftazidime,97,2
Malta,2017,Salmonella,ciprofloxacin,97,23
Malta,2018,E.coli,cefepime,352,27
Malta,2018,E.coli,cefotaxime,352,60
Malta,2018,E.coli,ceftazidime,352,36
Malta,2018,E.coli,ciprofloxacin,352,152
Malta,2018,E.coli,imipenem,352,0
Malta,2018,E.coli,meropenem,352,0
Malta,2018,E.coli,tinidazole,352,60
Malta,2018,K.pneumoniae,cefepime,142,35
Malta,2018,K.pneumoniae,cefotaxime,142,75
Malta,2018,K.pneumoniae,ceftazidime,142,72
Malta,2018,K.pneumoniae,ciprofloxacin,142,78
Malta,2018,K.pneumoniae,colistin,69,2
Malta,2018,K.pneumoniae,imipenem,141,20
Malta,2018,K.pneumoniae,meropenem,141,17
Malta,2018,S.aureus,meticillin,92,33
Malta,2018,S.pneumoniae,benzylpenicillin,36,4
Malta,2018,S.pneumoniae,ceftriaxone,36,0
Malta,2018,Salmonella,ceftazidime,102,1
Malta,2018,Salmonella,ciprofloxacin,102,14
Malta,2019,Acinetobacter,amikacin,16,0
Malta,2019,Acinetobacter,gentamicin,15,0
Malta,2019,Acinetobacter,imipenem,14,0
Malta,2019,Acinetobacter,meropenem,16,0
Malta,2019,E.coli,cefepime,358,54
Malta,2019,E.coli,cefotaxime,358,65
Malta,2019,E.coli,ceftazidime,358,61
Malta,2019,E.coli,ciprofloxacin,358,148
Malta,2019,E.coli,colistin,22,0
Malta,2019,E.coli,ertapenem,358,2
Malta,2019,E.coli,imipenem,358,0
Malta,2019,E.coli,meropenem,358,0
Malta,2019,E.coli,tinidazole,358,65
Malta,2019,E.coli,trimethoprim/sulfamethoxazole,358,111
Malta,2019,K.pneumoniae,cefepime,137,35
Malta,2019,K.pneumoniae,cefotaxime,137,51
Malta,2019,K.pneumoniae,ceftazidime,137,51
Malta,2019,K.pneumoniae,ciprofloxacin,137,63
Malta,2019,K.pneumoniae,colistin,47,1
Malta,2019,K.pneumoniae,ertapenem,137,28
Malta,2019,K.pneumoniae,imipenem,137,9
Malta,2019,K.pneumoniae,meropenem,137,9
Malta,2019,K.pneumoniae,trimethoprim/sulfamethoxazole,137,57
Malta,2019,S.aureus,meticillin,77,17
Malta,2019,S.aureus,oxacillin,77,17
Malta,2019,S.pneumoniae,benzylpenicillin,27,2
Malta,2019,S.pneumoniae,ceftriaxone,26,0
Malta,2019,S.pneumoniae,oxacillin,15,5
Malta,2019,Salmonella,cefotaxime,110,3
Malta,2019,Salmonella,ceftazidime,109,1
Malta,2019,Salmonella,ciprofloxacin,108,10
Malta,2019,Salmonella,ertapenem,110,0
Malta,2019,Salmonella,imipenem,110,0
Malta,2019,Salmonella,meropenem,110,0
Malta,2019,E.coli,cefepime,3665,301
Malta,2019,E.coli,cefotaxime,3666,425
Malta,2019,E.coli,ceftazidime,3667,339
Malta,2019,E.coli,ciprofloxacin,3667,1166
Malta,2019,E.coli,colistin,69,0
Malta,2019,E.coli,ertapenem,3667,4
Malta,2019,E.coli,imipenem,3667,1
Malta,2019,E.coli,meropenem,3667,1
Malta,2019,E.coli,trimethoprim/sulfamethoxazole,3666,950
Malta,2019,K.pneumoniae,cefepime,937,177
Malta,2019,K.pneumoniae,cefotaxime,937,273
Malta,2019,K.pneumoniae,ceftazidime,937,277
Malta,2019,K.pneumoniae,ciprofloxacin,937,303
Malta,2019,K.pneumoniae,colistin,175,3
Malta,2019,K.pneumoniae,ertapenem,937,130
Malta,2019,K.pneumoniae,imipenem,937,44
Malta,2019,K.pneumoniae,meropenem,937,46
Malta,2019,K.pneumoniae,trimethoprim/sulfamethoxazole,937,292
Malta,2020,E.coli,cefepime,277,23
Malta,2020,E.coli,cefotaxime,277,32
Malta,2020,E.coli,ceftazidime,277,33
Malta,2020,E.coli,ciprofloxacin,277,98
Malta,2020,E.coli,imipenem,277,0
Malta,2020,E.coli,meropenem,277,0
Malta,2020,E.coli,tinidazole,277,33
Malta,2020,K.pneumoniae,cefepime,132,34
Malta,2020,K.pneumoniae,cefotaxime,132,45
Malta,2020,K.pneumoniae,ceftazidime,132,51
Malta,2020,K.pneumoniae,ciprofloxacin,132,49
Malta,2020,K.pneumoniae,colistin,63,1
Malta,2020,K.pneumoniae,imipenem,132,8
Malta,2020,K.pneumoniae,meropenem,132,9
Malta,2020,S.aureus,meticillin,92,18
Malta,2020,S.pneumoniae,benzylpenicillin,16,0
Malta,2020,S.pneumoniae,ceftriaxone,13,0
Malta,2020,Salmonella,ceftazidime,152,0
Malta,2020,Salmonella,ciprofloxacin,27,3
Myanmar,2019,Acinetobacter,amikacin,50,13
Myanmar,2019,Acinetobacter,gentamicin,119,25
Myanmar,2019,Acinetobacter,imipenem,119,36
Myanmar,2019,Acinetobacter,meropenem,11,3
Myanmar,2019,Acinetobacter,minocycline,74,8
Myanmar,2019,E.coli,ampicillin,42,41
Myanmar,2019,E.coli,cefepime,297,168
Myanmar,2019,E.coli,cefotaxime,37,28
Myanmar,2019,E.coli,ceftazidime,27,21
Myanmar,2019,E.coli,ceftriaxone,273,196
Myanmar,2019,E.coli,ciprofloxacin,31,23
Myanmar,2019,E.coli,ertapenem,243,45
Myanmar,2019,E.coli,imipenem,300,59
Myanmar,2019,E.coli,levofloxacin,290,201
Myanmar,2019,E.coli,meropenem,28,7
Myanmar,2019,E.coli,trimethoprim/sulfamethoxazole,259,200
Myanmar,2019,K.pneumoniae,cefepime,106,58
Myanmar,2019,K.pneumoniae,cefotaxime,20,18
Myanmar,2019,K.pneumoniae,ceftriaxone,105,70
Myanmar,2019,K.pneumoniae,ciprofloxacin,21,16
Myanmar,2019,K.pneumoniae,ertapenem,98,23
Myanmar,2019,K.pneumoniae,imipenem,119,22
Myanmar,2019,K.pneumoniae,levofloxacin,112,52
Myanmar,2019,K.pneumoniae,meropenem,18,5
Myanmar,2019,K.pneumoniae,trimethoprim/sulfamethoxazole,103,61
Myanmar,2019,Salmonella,ceftriaxone,78,4
Myanmar,2019,Salmonella,ciprofloxacin,15,12
Myanmar,2019,Salmonella,ertapenem,77,0
Myanmar,2019,Salmonella,imipenem,77,0
Myanmar,2019,Salmonella,meropenem,15,0
Myanmar,2019,S.aureus,cefoxitin,437,243
Myanmar,2019,S.aureus,oxacillin,152,66
Myanmar,2019,E.coli,ampicillin,827,773
Myanmar,2019,E.coli,cefepime,1348,874
Myanmar,2019,E.coli,cefotaxime,609,490
Myanmar,2019,E.coli,ceftazidime,655,470
Myanmar,2019,E.coli,ceftriaxone,1307,1002
Myanmar,2019,E.coli,ciprofloxacin,400,311
Myanmar,2019,E.coli,ertapenem,673,189
